name,city,county,state,lat,lon,months_open,Bakedgoods,Beans,Cheese,Coffee,Crafts,Eggs,Flowers,Fruits,Grains,Herbs,Honey,Jams,Juices,Maple,Meat,Mushrooms,Nursery,Nuts,PetFood,Plants,Poultry,Prepared,Seafood,Soap,Tofu,Trees,Vegetables,WildHarvested,Wine,num_items_sold,state_pop
East New York Farmers' Market,Brooklyn,Kings,New York,-73.8866767,40.6649239,6,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,12,19746227.0
rockville centre farmers market,rockville centre,Suffolk,New York,-73.62787940000003,40.66524310000001,6,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,13,19746227.0
High Bridge Farmers Market,High Bridge,Hunterdon,New Jersey,-74.896,40.6683,5,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,8,8938175.0
Brownsville Pitkin YM,Brooklyn,New York,New York,-73.9135787,40.6692495,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,19746227.0
Pitkin Verde Farmers Market,Brooklyn,Kings,New York,-73.895438,40.671863,5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,19746227.0
Down to Earth Park Slope Farmers Market,Brooklyn,Kings,New York,-73.983925,40.672277,12,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,22,19746227.0
Grand Army Plaza Greenmarket,Brooklyn,Kings,New York,-73.97036800000002,40.672631,12,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,16,19746227.0
Weeksville Farmers Market,Brooklyn,Kings,New York,-73.925886,40.674617,4,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,19746227.0
Barclays Center,Brooklyn,New York,New York,-73.951143,40.677963,5,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,19746227.0
Crossroads Farm at Grossmann's,Malverne,Nassau,New York,-73.664419,40.679365000000004,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,12,19746227.0
Crossroads Farmers Market,Malverne,Nassau,New York,-73.664301,40.67975300000001,5,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,19746227.0
Malcolm X Boulevard Community Farmers Market,Brooklyn,Kings,New York,-73.92818199999998,40.679971,4,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,13,19746227.0
Bennet Farmers' Market,Bennet,Lancaster,Nebraska,-96.503262,40.680612,5,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,14,1881503.0
Roosevelt Community Farmers' Market,Roosevelt,Nassau,New York,-73.5908479,40.6817846,4,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,19746227.0
South Kearney Farmers' Market,Kearney,Buffalo,Nebraska,-99.085916,40.683063,5,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,12,1881503.0
Roy Wilkins Park Farmer's Market,Queens,Queens,New York,-73.7697577,40.6837255,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,19746227.0
Sunnyvale Farmers Market,Salt Lake City,Salt Lake,Utah,-111.910205,40.684636,5,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,9,2942902.0
Bushwick Farmers' Market,Brooklyn,Kings,New York,-73.914932,40.68543,6,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,11,19746227.0
Peoria Riverfront Market,Peoria,Peoria,Illinois,-89.58862099999996,40.68855900000001,5,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,17,12880580.0
Hattie Carthan Community Market,New York City,Kings,New York,-73.94800000000002,40.6895,5,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,9,19746227.0
Hattie Carthan community farmers market,Brooklyn,Kings,New York,-73.943587,40.690239,5,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,10,19746227.0
Easton Farmers' Market,Easton,Northampton,Pennsylvania,-75.2091145,40.6909524,7,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,21,12787209.0
Fort Green Park Greenmarket,New York,Kings,New York,-73.9746,40.6921,12,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,11,19746227.0
Brooklyn Borough Hall Greenmarket,Brooklyn,Kings,New York,-73.9903552,40.6937227,12,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,11,19746227.0
YALE Farmers Market,Hempstead,Nassau,New York,-73.615976,40.696568,4,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,19746227.0
Bushwick Farmers' Market Satellite Farm Stand,Brooklyn,Kings,New York,-73.911992,40.697454,6,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,10,19746227.0
Marks of Excellence Farmers Market,Amityville,Suffolk,New York,-73.409214,40.698986,4,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,19746227.0
RB's Bushwick Farmers' Market,Brooklyn,Kings,New York,-73.935753,40.699545,8,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13,19746227.0
Ridgewood YM,Queens,Queens,New York,-73.906193,40.700109999999995,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,19746227.0
Staten Island Ferry/Whitehall Greenmarket,New York,New York,New York,-74.013648,40.701952,12,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,19746227.0
Graham Avenue Farmers Market,Brooklyn,Kings,New York,-73.942183,40.70235,4,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9,19746227.0
RB's Bushwick Farmers Market,Brooklyn,Kings,New York,-73.9253918,40.7028088,8,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,25,19746227.0
Jamaica Farmers Market,Jamaica,Queens,New York,-73.799557,40.704156,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19746227.0
Bowling Green Greenmarket,New York,New York,New York,-74.014313,40.704587,12,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,19746227.0
Wellington Farmers Market,Wellington,Larimer,Colorado,-105.00501809999999,40.7048195,5,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,15,5355866.0
Springfield Farmers Market,Springfield,Union,New Jersey,-74.31455079999998,40.70684310000001,4,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,8938175.0
New Amsterdam Market,New York,New York,New York,-74.00322,40.706928999999995,9,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,18,19746227.0
Spencerville OH Farmers Market,Spencerville,Allen,Ohio,-84.3540645,40.707602200000004,4,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,11,11594163.0
Elmont Farmers Market,Elmont,Nassau,New York,-73.69997459999998,40.7080503,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,19746227.0
Anna House Farm Stand,Elmont,Nassau,New York,-73.716466,40.708292,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,19746227.0
New Providence Farmers Market,New Providence,Union,New Jersey,-74.403942,40.708361,5,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,8938175.0
Williamsburg Greenmarket,Brooklyn,Kings,New York,-73.95938199999998,40.70867,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,19746227.0
Downtown PATH Greenmarket,New York,New York,New York,-74.00817359999998,40.711952200000006,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,19746227.0
City Hall Park Greenmarket,New York,New York,New York,-74.00631,40.713858,10,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,7,19746227.0
Arlington Park Farmers Market,Jersey City,Hudson,New Jersey,-74.070764,40.714273999999996,5,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,10,8938175.0
Lower East Side YM,New York,New York,New York,-73.981773,40.71445,5,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8,19746227.0
Cooper Park Farmers Market,Brooklyn,Kings,New York,-73.939017,40.716065,7,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,19746227.0
Tribeca Greenmarket,New York,New York,New York,-74.010994,40.71630089999999,12,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,19746227.0
Van Vorst Farmers' Market,Jersey City,Hudson,New Jersey,-74.047304,40.717965,12,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,16,8938175.0
Summit Farmers Market,Summit,Union,New Jersey,-74.35873000000002,40.71897,7,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,16,8938175.0
HDSID Farmer's Market,Jersey City,Hudson,New Jersey,-74.0426,40.7197,7,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,13,8938175.0
Greenpoint - McCarren Park Greenmarket,Brooklyn,Kings,New York,-73.952708,40.720494,12,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,13,19746227.0
Kearney Area Farmers' Market,Kearney,Buffalo,Nebraska,-99.08495699999999,40.720936,6,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,12,1881503.0
Forest Hills,Queens,Queens,New York,-73.846385,40.72188,9,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,11,19746227.0
Sugar House Farmers Market,Salt Lake City,Salt Lake,Utah,-111.85908,40.722264,4,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,15,2942902.0
Millburn Jersey Fresh Farmers Market,Millburn,Essex,New Jersey,-74.3109,40.7237,5,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,10,8938175.0
Farmers Market at Lincoln Park,Jersey City,Hudson,New Jersey,-74.08143199999998,40.723952000000004,6,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,12,8938175.0
McGolrick Park's Down to Earth Farmers Market,Brooklyn,Kings,New York,-73.94335699999998,40.724406,8,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,18,19746227.0
Kearney Area Farmers' Market,Kearney,Buffalo,Nebraska,-99.081703,40.724882,5,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1881503.0
Tompinks Square Greenmarket,New York,New York,New York,-73.983535,40.726056,12,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,9,19746227.0
Hamilton Park Neighborhood Association Farmers' Market,Jersey City,Hudson,New Jersey,-74.0451,40.7278,9,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,17,8938175.0
Minerva Farmers' Market,Minerva,Stark,Ohio,-81.102595,40.727934999999995,5,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,10,11594163.0
St. Mark's Church Greenmarket,New York,New York,New York,-73.9868166,40.7297528,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,19746227.0
Farmingdale Farmers Market,Farmingdale,Nassau,New York,-73.44505059999999,40.731127799999996,7,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,11,19746227.0
Farmers Market at Journal Square,Jersey City,Hudson,New Jersey,-74.0639,40.7316,7,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,12,8938175.0
Stuyvesant Town Greenmarket,New York,New York,New York,-73.977814,40.731763,9,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,10,19746227.0
Holy Trinity Farmers Market,Mansfield,Richland,Ohio,-82.53528100000003,40.73252700000001,4,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,11594163.0
Pomonok Community Run Farmers' Market,Flushing,Queens,New York,-73.81464809999999,40.7352888,5,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,19746227.0
Union Square Greenmarket,New York,New York,New York,-73.990409,40.737096,12,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,18,19746227.0
Abingdon Square Greenmarket,New York,New York,New York,-74.00528,40.737177,12,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,12,19746227.0
DOWNTOWN LIMA FARMERS' MARKET,Lima,Allen,Ohio,-84.1058237,40.739547200000004,6,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,9,11594163.0
Chatham Borough Farmers' Market,Chatham,Morris,New Jersey,-74.38443000000002,40.73968,6,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,17,8938175.0
Paradise Farmers' Market,Leon,Decatur,Iowa,-93.746796,40.740433,5,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,3107126.0
Bluffton Farmers' & Artisans' Market,Bluffton,Wells,Indiana,-85.17156,40.742975,5,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,10,6596855.0
The Commons at Washington Park Farmers Marekt,Newark,Essex,New Jersey,-74.1708,40.7435,5,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,9,8938175.0
Riverview Farmers Market,Jersey City,Hudson,New Jersey,-74.043696,40.744351,7,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,18,8938175.0
PS 11 Farm Market,New York,New York,New York,-74.001176,40.744677,6,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,10,19746227.0
Peoria Farmers Market at the Metro Centre,Peoria,Peoria,Illinois,-89.610147,40.745055,6,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,12,12880580.0
Monticello Farmer's Market,Monticello,White,Indiana,-86.76250859999998,40.7452318,6,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,12,6596855.0
Main Street South Orange Farmers' Market,South Orange,Essex,New Jersey,-74.260122,40.745452,5,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,13,8938175.0
Elmhurst Hopsital Greenmarket,Queens,Queens,New York,-73.88456409999998,40.745901,6,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,19746227.0
Chelsea's Down to Earth Farmers Market,New York,New York,New York,-74.0008,40.746293,8,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,16,19746227.0
Sunnyside Greenmarket,Queens,Queens,New York,-73.92123000000002,40.746899,7,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,11,19746227.0
9th West Farmers Market/People's Market,SALT LAKE CITY,Salt Lake,Utah,-111.9195223,40.7470177,6,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,17,2942902.0
Chenchita's Communty Farmer Market,NYC,New York,New York,-74.00510799999998,40.749338,5,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,8,19746227.0
Corona Greenmarket,Queens,Queens,New York,-73.8626778,40.7499046,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,19746227.0
Davis County Farmers' Market,Bloomfield,Davis,Iowa,-92.41424599999999,40.751571999999996,6,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,8,3107126.0
Queens Botanical Garden's Down to Earth Farmers Market,Queens,Queens,New York,-73.82643,40.751784,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,19746227.0
Logansport Farmers Market,Logansport,Cass,Indiana,-86.365328,40.75262100000001,5,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,10,6596855.0
Hoboken Uptown Farmers' Market,Hoboken,Hudson,New Jersey,-74.02510600000002,40.75286,5,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,19,8938175.0
Dag Hammarskjold Plaza Greenmarket,New York,New York,New York,-73.9698797,40.7529921,12,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,19746227.0
Jackson Heights Greenmarket,Queens,Queens,New York,-73.88921500000002,40.753353000000004,12,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,11,19746227.0
Miami County Farmers Market,Peru,Miami,Indiana,-86.069521,40.755229,4,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,11,6596855.0
VA Medical Center Farmer's Market,Salt Lake City,Salt Lake,Utah,-111.84072900000001,40.755302,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2942902.0
Shiloh Community Farmers' Market,Wyandanch,Suffolk,New York,-73.35875300000002,40.755746,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,19746227.0
Old Cheney Road Farmers' Market,Lincoln,Lancaster,Nebraska,-96.647798,40.756568,7,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,22,1881503.0
Washington Borough Farmers Market,Washington,Warren,New Jersey,-74.978431,40.758788,4,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,10,8938175.0
Madison NJ Farmers Market,Madison,Morris,New Jersey,-74.414532,40.759057,6,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,18,8938175.0
Rockefeller Center Greenmarket,New York,New York,New York,-73.98056,40.759513,2,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,11,19746227.0
Remington Farmers Market,Remington,Jasper,Indiana,-87.1514,40.76,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,6596855.0
The Downtown Mansfield Farmers Market,Mansfield,Richland,Ohio,-82.515694,40.760992,5,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,12,11594163.0
West 42nd Street,Manhattan,New York,New York,-73.999871,40.761381,5,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,19746227.0
Salt Lake City Downtown Farmers Market,Salt Lake City,Salt Lake,Utah,-111.9012,40.7615,5,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,24,2942902.0
Winter Market at Rio Grande,SALT LAKE CITY,Salt Lake,Utah,-111.90466629999999,40.761933899999995,6,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,21,2942902.0
New Cassel Farmers' Market,Westbury,Nassau,New York,-73.5676908,40.7622244,5,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,19746227.0
Hicksville Farmers Market,Hicksville,Nassau,New York,-73.525231,40.76385,6,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,9,19746227.0
Tanger Deer Park Farmers Market,Deer Park,Suffolk,New York,-73.305557,40.764701,5,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,12,19746227.0
Socrates Sculpture Park Greenmarket,Queens,Queens,New York,-73.9359467,40.7675924,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,19746227.0
Astoria Greenmarket,Queens,Queens,New York,-73.932452,40.767672,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,19746227.0
57th Street Greenmarket,New York,New York,New York,-73.985839,40.768159000000004,9,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,19746227.0
North End Farmers Market,Mansfield,Richland,Ohio,-82.523583,40.769715999999995,6,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,11,11594163.0
North End Farmers Market,Mansfield,Richland,Ohio,-82.524714,40.770362,4,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13,11594163.0
College View Farmers Market,Lincoln,Lancaster,Nebraska,-96.653789,40.772566,3,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,9,1881503.0
Tucker Square Greenmarket,New York,New York,New York,-73.981573,40.773602000000004,12,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,11,19746227.0
82nd Street Greenmarket,New York,New York,New York,-73.95009,40.773749,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,8,19746227.0
Greater Bellport Community Youth Farmers Market,Bellport,Suffolk,New York,-72.94828199999998,40.775186,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,19746227.0
West Orange Farmers Market,West Orange,Essex,New Jersey,-74.2394,40.7784,4,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,9,8938175.0
Boalsburg Farmers Market,Boalsburg,Centre,Pennsylvania,-77.797107,40.780353999999996,12,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,23,12787209.0
92nd Street Greenmarket,New York,New York,New York,-73.946421,40.780931,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,19746227.0
79th Street Greenmarket,New York,New York,New York,-73.9757,40.7818,12,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,15,19746227.0
Henderson Center Eureka Farmers Market,Eureka,Humboldt,California,-124.16348899999998,40.782507,5,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,17,38802500.0
Chester Farmers Market,Chester,Morris,New Jersey,-74.69659200000002,40.78402,5,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,17,8938175.0
Mendham Natural & Organic Farmers Market,Mendham Township,Morris,New Jersey,-74.585186,40.787011,5,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,15,8938175.0
Mount Sinai Hospital Greenmarket,New York,New York,New York,-73.952043,40.788940999999994,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,19746227.0
97th Street Greenmarket,New York,New York,New York,-73.967012,40.79356,12,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9,19746227.0
112st Madison Avenue,New York,New York,New York,-73.9493,40.7939,5,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,10,19746227.0
Canton Farmers' Market,Canton,Stark,Ohio,-81.40359699999998,40.79609,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,13,11594163.0
Wabash County Farmers Market,Wabash,Wabash,Indiana,-85.824321,40.796419,6,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,13,6596855.0
